SENSE daab 1 26-04-2019 03:34:19.873 T: 29.01599884033203 [C]; A:[0, 0, 0]; H: 72.45306396484375
SENSE daab 998 26-04-2019 03:44:47.774 T: 29.39039993286132 [C]; A:[86, 0, 214]; H: 71.52227783203125
SENSE daaa 999 26-04-2019 03:44:48.138 T: 28.51679992675781 [C]; A:[116, 74, 206]; H: 71.239990234375
SENSE daab 999 26-04-2019 03:44:48.172 T: 29.39039993286132 [C]; A:[86, -4, 210]; H: 71.52227783203125
SENSE daab 1000 26-04-2019 03:44:48.570 T: 29.39039993286132 [C]; A:[78, 0, 218]; H: 71.52227783203125
SENSE daaa 1001 26-04-2019 03:44:48.899 T: 28.51679992675781 [C]; A:[118, 76, 208]; H: 71.239990234375
SENSE daac 716 26-04-2019 03:44:48.613 T: 29.95199966430664 [C]; A:[-26, -10, 198]; H: 69.73699951171875
SENSE daab 1001 26-04-2019 03:44:48.983 T: 29.32799911499023 [C]; A:[84, -6, 226]; H: 71.52227783203125
SENSE daaa 1002 26-04-2019 03:44:49.298 T: 28.57919883728027 [C]; A:[116, 72, 208]; H: 71.239990234375
SENSE daaa 1002 26-04-2019 03:44:49.298 T: 28.57919883728027 [C]; A:[116, 72, 208]; H: 71.239990234375
SENSE daac 717 26-04-2019 03:44:49.173 T: 29.88959884643554 [C]; A:[-34, -12, 198]; H: 69.76751708984375
SENSE daab 1003 26-04-2019 03:44:49.749 T: 29.39039993286132 [C]; A:[86, -4, 220]; H: 71.52227783203125
SENSE daac 718 26-04-2019 03:44:49.733 T: 29.95199966430664 [C]; A:[-32, -6, 198]; H: 69.76751708984375
SENSE daaa 1004 26-04-2019 03:44:50.084 T: 28.51679992675781 [C]; A:[116, 70, 210]; H: 71.18658447265625
SENSE daab 1004 26-04-2019 03:44:50.152 T: 29.39039993286132 [C]; A:[88, -4, 222]; H: 71.52227783203125
SENSE daaa 1005 26-04-2019 03:44:50.482 T: 28.57919883728027 [C]; A:[118, 74, 208]; H: 71.18658447265625
SENSE daac 719 26-04-2019 03:44:50.293 T: 29.95199966430664 [C]; A:[-38, -8, 202]; H: 69.76751708984375
SENSE daab 1005 26-04-2019 03:44:50.550 T: 29.39039993286132 [C]; A:[84, 0, 220]; H: 71.52227783203125
SENSE daaa 1006 26-04-2019 03:44:50.880 T: 28.51679992675781 [C]; A:[118, 72, 212]; H: 71.18658447265625
SENSE daab 1006 26-04-2019 03:44:50.948 T: 29.32799911499023 [C]; A:[84, 0, 222]; H: 71.49176025390625
SENSE daac 720 26-04-2019 03:44:50.864 T: 29.95199966430664 [C]; A:[-32, -10, 198]; H: 69.76751708984375
SENSE daaa 1007 26-04-2019 03:44:51.278 T: 28.51679992675781 [C]; A:[120, 78, 210]; H: 71.18658447265625
SENSE daab 1007 26-04-2019 03:44:51.366 T: 29.32799911499023 [C]; A:[84, 0, 218]; H: 71.49176025390625
SENSE daac 721 26-04-2019 03:44:51.439 T: 29.95199966430664 [C]; A:[-36, -6, 198]; H: 69.79803466796875
SENSE daab 1008 26-04-2019 03:44:51.764 T: 29.39039993286132 [C]; A:[84, -4, 212]; H: 71.49176025390625
SENSE daab 1009 26-04-2019 03:44:52.162 T: 29.39039993286132 [C]; A:[84, -4, 214]; H: 71.49176025390625
SENSE daac 722 26-04-2019 03:44:52.014 T: 29.95199966430664 [C]; A:[-34, -10, 198]; H: 69.79803466796875
SENSE daaa 1010 26-04-2019 03:44:52.408 T: 28.57919883728027 [C]; A:[118, 78, 202]; H: 71.18658447265625
SENSE daab 1010 26-04-2019 03:44:52.560 T: 29.39039993286132 [C]; A:[84, 2, 216]; H: 71.49176025390625
SENSE daac 723 26-04-2019 03:44:52.579 T: 29.95199966430664 [C]; A:[-36, -10, 200]; H: 69.8209228515625
SENSE daab 1011 26-04-2019 03:44:52.958 T: 29.32799911499023 [C]; A:[84, -4, 224]; H: 71.49176025390625
SENSE daaa 1012 26-04-2019 03:44:53.175 T: 28.51679992675781 [C]; A:[118, 76, 208]; H: 71.18658447265625
SENSE daac 724 26-04-2019 03:44:53.139 T: 29.95199966430664 [C]; A:[-32, -8, 198]; H: 69.8514404296875
SENSE daaa 1013 26-04-2019 03:44:53.593 T: 28.51679992675781 [C]; A:[118, 74, 208]; H: 71.18658447265625
SENSE daab 1013 26-04-2019 03:44:53.719 T: 29.32799911499023 [C]; A:[84, 2, 224]; H: 71.49176025390625
SENSE daaa 1014 26-04-2019 03:44:53.991 T: 28.51679992675781 [C]; A:[118, 74, 212]; H: 71.18658447265625
SENSE daab 1014 26-04-2019 03:44:54.128 T: 29.39039993286132 [C]; A:[86, 0, 216]; H: 71.49176025390625
SENSE daaa 1015 26-04-2019 03:44:54.399 T: 28.51679992675781 [C]; A:[120, 76, 216]; H: 71.18658447265625
SENSE daab 1015 26-04-2019 03:44:54.525 T: 29.39039993286132 [C]; A:[86, 0, 216]; H: 71.49176025390625
SENSE daaa 1016 26-04-2019 03:44:54.827 T: 28.51679992675781 [C]; A:[116, 76, 206]; H: 71.18658447265625
SENSE daac 727 26-04-2019 03:44:54.779 T: 29.95199966430664 [C]; A:[-32, -4, 202]; H: 69.8819580078125
SENSE daaa 1017 26-04-2019 03:44:55.225 T: 28.51679992675781 [C]; A:[116, 74, 204]; H: 71.18658447265625
SENSE daab 1017 26-04-2019 03:44:55.321 T: 29.32799911499023 [C]; A:[90, 0, 222]; H: 71.49176025390625
SENSE daac 728 26-04-2019 03:44:55.340 T: 29.88959884643554 [C]; A:[-32, -8, 196]; H: 69.8819580078125
SENSE daaa 1018 26-04-2019 03:44:55.634 T: 28.57919883728027 [C]; A:[118, 72, 210]; H: 71.18658447265625
SENSE daab 1018 26-04-2019 03:44:55.719 T: 29.39039993286132 [C]; A:[84, 2, 222]; H: 71.49176025390625
SENSE daaa 1019 26-04-2019 03:44:56.037 T: 28.51679992675781 [C]; A:[118, 70, 208]; H: 71.18658447265625
SENSE daab 1019 26-04-2019 03:44:56.117 T: 29.39039993286132 [C]; A:[86, 0, 220]; H: 71.49176025390625
SENSE daac 729 26-04-2019 03:44:55.900 T: 29.95199966430664 [C]; A:[-32, -10, 202]; H: 69.8819580078125
SENSE daaa 1020 26-04-2019 03:44:56.455 T: 28.51679992675781 [C]; A:[120, 74, 210]; H: 71.18658447265625
SENSE daab 1020 26-04-2019 03:44:56.515 T: 29.32799911499023 [C]; A:[90, -8, 224]; H: 71.49176025390625
SENSE daaa 1021 26-04-2019 03:44:56.878 T: 28.51679992675781 [C]; A:[118, 72, 206]; H: 71.15606689453125
SENSE daab 1021 26-04-2019 03:44:56.923 T: 29.39039993286132 [C]; A:[86, 0, 218]; H: 71.52227783203125
SENSE daaa 1022 26-04-2019 03:44:57.276 T: 28.51679992675781 [C]; A:[118, 72, 208]; H: 71.15606689453125
SENSE daac 731 26-04-2019 03:44:56.995 T: 29.95199966430664 [C]; A:[-30, -8, 202]; H: 69.8514404296875
SENSE daab 1023 26-04-2019 03:44:57.699 T: 29.32799911499023 [C]; A:[86, 0, 216]; H: 71.52227783203125
SENSE daac 732 26-04-2019 03:44:57.565 T: 29.95199966430664 [C]; A:[-34, -10, 198]; H: 69.8514404296875
SENSE daaa 1024 26-04-2019 03:44:58.043 T: 28.51679992675781 [C]; A:[114, 80, 208]; H: 71.15606689453125
SENSE daab 1024 26-04-2019 03:44:58.097 T: 29.39039993286132 [C]; A:[86, -4, 220]; H: 71.52227783203125
SENSE daac 733 26-04-2019 03:44:58.125 T: 29.95199966430664 [C]; A:[-26, -14, 204]; H: 69.8514404296875
SENSE daaa 1025 26-04-2019 03:44:58.446 T: 28.51679992675781 [C]; A:[116, 80, 212]; H: 71.15606689453125
SENSE daab 1025 26-04-2019 03:44:58.500 T: 29.39039993286132 [C]; A:[88, 0, 214]; H: 71.52227783203125
SENSE daaa 1026 26-04-2019 03:44:58.844 T: 28.51679992675781 [C]; A:[118, 72, 206]; H: 71.15606689453125
SENSE daab 1026 26-04-2019 03:44:58.898 T: 29.32799911499023 [C]; A:[84, 0, 216]; H: 71.545166015625
SENSE daaa 1027 26-04-2019 03:44:59.242 T: 28.45439910888671 [C]; A:[112, 76, 208]; H: 71.15606689453125
SENSE daac 735 26-04-2019 03:44:59.205 T: 29.95199966430664 [C]; A:[-30, -8, 198]; H: 69.8514404296875
SENSE daaa 1028 26-04-2019 03:44:59.640 T: 28.51679992675781 [C]; A:[118, 80, 216]; H: 71.15606689453125
SENSE daab 1028 26-04-2019 03:44:59.679 T: 29.39039993286132 [C]; A:[88, 0, 222]; H: 71.545166015625
SENSE daac 736 26-04-2019 03:44:59.766 T: 29.88959884643554 [C]; A:[-26, -10, 200]; H: 69.8209228515625
SENSE daab 1029 26-04-2019 03:45:00.092 T: 29.39039993286132 [C]; A:[84, 0, 218]; H: 71.545166015625
SENSE daaa 1030 26-04-2019 03:45:00.406 T: 28.51679992675781 [C]; A:[114, 76, 208]; H: 71.15606689453125
SENSE daaa 1031 26-04-2019 03:45:00.810 T: 28.51679992675781 [C]; A:[118, 72, 204]; H: 71.15606689453125
SENSE daac 738 26-04-2019 03:45:00.881 T: 29.95199966430664 [C]; A:[-32, -4, 194]; H: 69.8209228515625
SENSE daaa 1032 26-04-2019 03:45:01.208 T: 28.51679992675781 [C]; A:[112, 78, 210]; H: 71.15606689453125
SENSE daab 1032 26-04-2019 03:45:01.212 T: 29.32799911499023 [C]; A:[88, -6, 218]; H: 71.545166015625
SENSE daaa 1033 26-04-2019 03:45:01.606 T: 28.51679992675781 [C]; A:[120, 74, 212]; H: 71.15606689453125
SENSE daab 1033 26-04-2019 03:45:01.610 T: 29.32799911499023 [C]; A:[86, -4, 218]; H: 71.545166015625
SENSE daac 739 26-04-2019 03:45:01.441 T: 29.95199966430664 [C]; A:[-32, -6, 194]; H: 69.8209228515625
SENSE daaa 1034 26-04-2019 03:45:02.004 T: 28.51679992675781 [C]; A:[116, 74, 206]; H: 71.15606689453125
SENSE daab 1034 26-04-2019 03:45:02.013 T: 29.32799911499023 [C]; A:[88, -10, 220]; H: 71.57568359375
SENSE daac 740 26-04-2019 03:45:02.001 T: 29.95199966430664 [C]; A:[-32, -10, 210]; H: 69.8209228515625
SENSE daaa 1035 26-04-2019 03:45:02.402 T: 28.51679992675781 [C]; A:[120, 72, 212]; H: 71.18658447265625
SENSE daab 1035 26-04-2019 03:45:02.411 T: 29.32799911499023 [C]; A:[86, -4, 220]; H: 71.57568359375
SENSE daaa 1036 26-04-2019 03:45:02.805 T: 28.51679992675781 [C]; A:[116, 72, 210]; H: 71.15606689453125
SENSE daac 741 26-04-2019 03:45:02.561 T: 29.95199966430664 [C]; A:[-30, -10, 196]; H: 69.8209228515625
SENSE daab 1036 26-04-2019 03:45:02.809 T: 29.32799911499023 [C]; A:[84, 0, 224]; H: 71.57568359375
SENSE daaa 1037 26-04-2019 03:45:03.203 T: 28.51679992675781 [C]; A:[114, 78, 214]; H: 71.15606689453125
SENSE daab 1037 26-04-2019 03:45:03.212 T: 29.39039993286132 [C]; A:[86, 0, 218]; H: 71.57568359375
SENSE daac 742 26-04-2019 03:45:03.126 T: 29.95199966430664 [C]; A:[-32, -4, 188]; H: 69.8209228515625
SENSE daaa 1038 26-04-2019 03:45:03.612 T: 28.51679992675781 [C]; A:[118, 74, 216]; H: 71.15606689453125
SENSE daab 1038 26-04-2019 03:45:03.610 T: 29.39039993286132 [C]; A:[86, 0, 216]; H: 71.57568359375
SENSE daac 743 26-04-2019 03:45:03.687 T: 29.95199966430664 [C]; A:[-32, -4, 198]; H: 69.8209228515625
SENSE daaa 1039 26-04-2019 03:45:04.010 T: 28.51679992675781 [C]; A:[118, 72, 210]; H: 71.15606689453125
SENSE daab 1039 26-04-2019 03:45:04.008 T: 29.32799911499023 [C]; A:[88, -4, 212]; H: 71.57568359375
SENSE daaa 1040 26-04-2019 03:45:04.418 T: 28.51679992675781 [C]; A:[114, 74, 210]; H: 71.18658447265625
SENSE daab 1040 26-04-2019 03:45:04.406 T: 29.32799911499023 [C]; A:[86, 0, 220]; H: 71.57568359375
SENSE daac 744 26-04-2019 03:45:04.267 T: 29.95199966430664 [C]; A:[-30, -12, 200]; H: 69.8209228515625
SENSE daaa 1041 26-04-2019 03:45:04.821 T: 28.51679992675781 [C]; A:[116, 76, 206]; H: 71.18658447265625
SENSE daab 1041 26-04-2019 03:45:04.814 T: 29.32799911499023 [C]; A:[88, -8, 216]; H: 71.606201171875
SENSE daab 1041 26-04-2019 03:45:04.814 T: 29.32799911499023 [C]; A:[88, -8, 216]; H: 71.606201171875
SENSE daac 745 26-04-2019 03:45:04.827 T: 29.95199966430664 [C]; A:[-34, -6, 200]; H: 69.79803466796875
SENSE daaa 1042 26-04-2019 03:45:05.219 T: 28.51679992675781 [C]; A:[112, 70, 214]; H: 71.18658447265625
SENSE daab 1042 26-04-2019 03:45:05.222 T: 29.32799911499023 [C]; A:[80, 2, 218]; H: 71.606201171875
SENSE daaa 1043 26-04-2019 03:45:05.617 T: 28.51679992675781 [C]; A:[120, 76, 210]; H: 71.15606689453125
SENSE daab 1043 26-04-2019 03:45:05.620 T: 29.39039993286132 [C]; A:[84, 0, 220]; H: 71.606201171875
SENSE daac 746 26-04-2019 03:45:05.392 T: 29.88959884643554 [C]; A:[-28, -12, 204]; H: 69.79803466796875
SENSE daab 1044 26-04-2019 03:45:06.018 T: 29.39039993286132 [C]; A:[86, 0, 218]; H: 71.606201171875
SENSE daac 747 26-04-2019 03:45:05.952 T: 29.95199966430664 [C]; A:[-28, -14, 208]; H: 69.79803466796875
SENSE daaa 1046 26-04-2019 03:45:06.742 T: 28.51679992675781 [C]; A:[116, 76, 204]; H: 71.18658447265625
SENSE daac 748 26-04-2019 03:45:06.512 T: 29.95199966430664 [C]; A:[-32, -16, 194]; H: 69.79803466796875
SENSE daab 1046 26-04-2019 03:45:06.774 T: 29.39039993286132 [C]; A:[86, 0, 216]; H: 71.606201171875
SENSE daab 1047 26-04-2019 03:45:07.172 T: 29.32799911499023 [C]; A:[86, -4, 222]; H: 71.606201171875
SENSE daac 749 26-04-2019 03:45:07.072 T: 29.95199966430664 [C]; A:[-34, -14, 202]; H: 69.76751708984375
SENSE daaa 1048 26-04-2019 03:45:07.503 T: 28.57919883728027 [C]; A:[118, 74, 208]; H: 71.18658447265625
SENSE daab 1049 26-04-2019 03:45:07.953 T: 29.32799911499023 [C]; A:[84, -4, 214]; H: 71.606201171875
SENSE daaa 1050 26-04-2019 03:45:08.259 T: 28.51679992675781 [C]; A:[118, 74, 208]; H: 71.18658447265625
SENSE daab 1050 26-04-2019 03:45:08.351 T: 29.32799911499023 [C]; A:[86, 0, 226]; H: 71.606201171875
SENSE daac 751 26-04-2019 03:45:08.168 T: 29.95199966430664 [C]; A:[-32, -8, 200]; H: 69.76751708984375
SENSE daaa 1051 26-04-2019 03:45:08.668 T: 28.51679992675781 [C]; A:[120, 78, 214]; H: 71.18658447265625
SENSE daab 1051 26-04-2019 03:45:08.749 T: 29.32799911499023 [C]; A:[90, -4, 222]; H: 71.606201171875
SENSE daac 752 26-04-2019 03:45:08.728 T: 29.95199966430664 [C]; A:[-34, -8, 198]; H: 69.76751708984375
SENSE daab 1052 26-04-2019 03:45:09.147 T: 29.32799911499023 [C]; A:[88, 0, 222]; H: 71.606201171875
SENSE daaa 1053 26-04-2019 03:45:09.434 T: 28.51679992675781 [C]; A:[114, 68, 208]; H: 71.15606689453125
SENSE daab 1053 26-04-2019 03:45:09.545 T: 29.32799911499023 [C]; A:[82, 2, 226]; H: 71.606201171875
SENSE daaa 1054 26-04-2019 03:45:09.877 T: 28.45439910888671 [C]; A:[116, 76, 210]; H: 71.15606689453125
SENSE daab 1054 26-04-2019 03:45:09.943 T: 29.32799911499023 [C]; A:[90, -4, 220]; H: 71.606201171875
SENSE daab 1055 26-04-2019 03:45:10.351 T: 29.39039993286132 [C]; A:[90, -10, 220]; H: 71.62908935546875
SENSE daaa 1056 26-04-2019 03:45:10.643 T: 28.51679992675781 [C]; A:[118, 72, 210]; H: 71.15606689453125
SENSE daac 755 26-04-2019 03:45:10.363 T: 29.95199966430664 [C]; A:[-32, -12, 200]; H: 69.76751708984375
SENSE daab 1056 26-04-2019 03:45:10.749 T: 29.32799911499023 [C]; A:[88, 0, 212]; H: 71.62908935546875
SENSE daab 1057 26-04-2019 03:45:11.147 T: 29.39039993286132 [C]; A:[82, 0, 224]; H: 71.62908935546875
SENSE daac 756 26-04-2019 03:45:10.933 T: 29.95199966430664 [C]; A:[-30, -8, 200]; H: 69.76751708984375
SENSE daab 1058 26-04-2019 03:45:11.545 T: 29.39039993286132 [C]; A:[86, 0, 222]; H: 71.62908935546875
SENSE daac 757 26-04-2019 03:45:11.493 T: 29.95199966430664 [C]; A:[-34, -18, 194]; H: 69.76751708984375
SENSE daab 1059 26-04-2019 03:45:11.943 T: 29.32799911499023 [C]; A:[80, 0, 216]; H: 71.62908935546875
SENSE daaa 1060 26-04-2019 03:45:12.131 T: 28.57919883728027 [C]; A:[120, 70, 208]; H: 71.15606689453125
SENSE daac 758 26-04-2019 03:45:12.073 T: 29.95199966430664 [C]; A:[-34, -10, 196]; H: 69.76751708984375
SENSE daab 1060 26-04-2019 03:45:12.341 T: 29.39039993286132 [C]; A:[84, 0, 222]; H: 71.62908935546875
SENSE daaa 1061 26-04-2019 03:45:12.529 T: 28.51679992675781 [C]; A:[114, 70, 208]; H: 71.15606689453125
SENSE daab 1061 26-04-2019 03:45:12.754 T: 29.32799911499023 [C]; A:[88, 0, 216]; H: 71.65960693359375
SENSE daaa 1062 26-04-2019 03:45:12.928 T: 28.51679992675781 [C]; A:[120, 76, 204]; H: 71.15606689453125
SENSE daac 759 26-04-2019 03:45:12.658 T: 29.95199966430664 [C]; A:[-34, -14, 200]; H: 69.76751708984375
SENSE daab 1062 26-04-2019 03:45:13.181 T: 29.32799911499023 [C]; A:[84, 0, 216]; H: 71.65960693359375
SENSE daaa 1063 26-04-2019 03:45:13.326 T: 28.51679992675781 [C]; A:[116, 72, 204]; H: 71.15606689453125
SENSE daac 760 26-04-2019 03:45:13.218 T: 29.95199966430664 [C]; A:[-36, -6, 200]; H: 69.73699951171875
SENSE daab 1063 26-04-2019 03:45:13.579 T: 29.32799911499023 [C]; A:[86, 0, 222]; H: 71.65960693359375
SENSE daaa 1064 26-04-2019 03:45:13.729 T: 28.57919883728027 [C]; A:[116, 78, 210]; H: 71.15606689453125
SENSE daab 1064 26-04-2019 03:45:13.977 T: 29.32799911499023 [C]; A:[88, -2, 222]; H: 71.65960693359375
SENSE daac 761 26-04-2019 03:45:13.787 T: 29.95199966430664 [C]; A:[-30, -10, 198]; H: 69.73699951171875
SENSE daaa 1065 26-04-2019 03:45:14.127 T: 28.57919883728027 [C]; A:[118, 76, 212]; H: 71.15606689453125
SENSE daaa 1066 26-04-2019 03:45:14.525 T: 28.51679992675781 [C]; A:[120, 72, 214]; H: 71.15606689453125
SENSE daac 762 26-04-2019 03:45:14.349 T: 29.95199966430664 [C]; A:[-32, -4, 198]; H: 69.73699951171875
SENSE daab 1066 26-04-2019 03:45:14.739 T: 29.32799911499023 [C]; A:[82, -4, 210]; H: 71.65960693359375
SENSE daaa 1067 26-04-2019 03:45:14.923 T: 28.57919883728027 [C]; A:[120, 70, 208]; H: 71.15606689453125
SENSE daab 1067 26-04-2019 03:45:15.137 T: 29.39039993286132 [C]; A:[84, -6, 224]; H: 71.65960693359375
SENSE daaa 1068 26-04-2019 03:45:15.322 T: 28.51679992675781 [C]; A:[114, 72, 210]; H: 71.15606689453125
SENSE daab 1068 26-04-2019 03:45:15.545 T: 29.39039993286132 [C]; A:[84, -4, 216]; H: 71.65960693359375
SENSE daaa 1069 26-04-2019 03:45:15.720 T: 28.51679992675781 [C]; A:[118, 70, 212]; H: 71.15606689453125
SENSE daac 764 26-04-2019 03:45:15.434 T: 29.95199966430664 [C]; A:[-28, -14, 198]; H: 69.73699951171875
SENSE daab 1069 26-04-2019 03:45:15.943 T: 29.32799911499023 [C]; A:[84, 0, 220]; H: 71.69012451171875
SENSE daaa 1070 26-04-2019 03:45:16.118 T: 28.51679992675781 [C]; A:[118, 76, 212]; H: 71.15606689453125
SENSE daac 765 26-04-2019 03:45:15.994 T: 29.95199966430664 [C]; A:[-36, -12, 202]; H: 69.73699951171875
SENSE daab 1070 26-04-2019 03:45:16.341 T: 29.32799911499023 [C]; A:[86, 0, 228]; H: 71.69012451171875
SENSE daaa 1071 26-04-2019 03:45:16.526 T: 28.51679992675781 [C]; A:[114, 78, 210]; H: 71.15606689453125
SENSE daac 766 26-04-2019 03:45:16.554 T: 29.95199966430664 [C]; A:[-38, -6, 206]; H: 69.70648193359375
SENSE daaa 1072 26-04-2019 03:45:16.924 T: 28.51679992675781 [C]; A:[116, 76, 212]; H: 71.15606689453125
SENSE daab 1072 26-04-2019 03:45:17.097 T: 29.32799911499023 [C]; A:[88, -6, 216]; H: 71.69012451171875
SENSE daac 767 26-04-2019 03:45:17.124 T: 29.95199966430664 [C]; A:[-32, -8, 198]; H: 69.70648193359375
SENSE daab 1073 26-04-2019 03:45:17.495 T: 29.32799911499023 [C]; A:[88, -8, 222]; H: 71.69012451171875
SENSE daaa 1074 26-04-2019 03:45:17.686 T: 28.51679992675781 [C]; A:[116, 76, 208]; H: 71.15606689453125
SENSE daab 1074 26-04-2019 03:45:17.898 T: 29.32799911499023 [C]; A:[84, 0, 214]; H: 71.69012451171875
SENSE daac 768 26-04-2019 03:45:17.684 T: 29.95199966430664 [C]; A:[-32, -10, 200]; H: 69.70648193359375
SENSE daaa 1075 26-04-2019 03:45:18.084 T: 28.51679992675781 [C]; A:[120, 78, 210]; H: 71.15606689453125
SENSE daab 1075 26-04-2019 03:45:18.320 T: 29.32799911499023 [C]; A:[88, 0, 222]; H: 71.65960693359375
SENSE daac 769 26-04-2019 03:45:18.244 T: 29.95199966430664 [C]; A:[-30, -10, 204]; H: 69.70648193359375
SENSE daab 1076 26-04-2019 03:45:18.733 T: 29.39039993286132 [C]; A:[86, -4, 218]; H: 71.65960693359375
SENSE daaa 1077 26-04-2019 03:45:18.850 T: 28.51679992675781 [C]; A:[118, 76, 214]; H: 71.15606689453125
SENSE daac 770 26-04-2019 03:45:18.805 T: 29.95199966430664 [C]; A:[-40, -8, 200]; H: 69.70648193359375
SENSE daab 1077 26-04-2019 03:45:19.131 T: 29.39039993286132 [C]; A:[88, 0, 220]; H: 71.65960693359375
SENSE daaa 1078 26-04-2019 03:45:19.248 T: 28.51679992675781 [C]; A:[118, 78, 210]; H: 71.15606689453125
SENSE daab 1078 26-04-2019 03:45:19.544 T: 29.32799911499023 [C]; A:[88, -4, 210]; H: 71.65960693359375
SENSE daaa 1079 26-04-2019 03:45:19.647 T: 28.51679992675781 [C]; A:[116, 74, 208]; H: 71.15606689453125
SENSE daac 771 26-04-2019 03:45:19.370 T: 29.95199966430664 [C]; A:[-28, -12, 198]; H: 69.70648193359375
SENSE daab 1079 26-04-2019 03:45:19.942 T: 29.32799911499023 [C]; A:[88, 0, 214]; H: 71.65960693359375
SENSE daaa 1080 26-04-2019 03:45:20.045 T: 28.51679992675781 [C]; A:[120, 76, 216]; H: 71.15606689453125
SENSE daac 772 26-04-2019 03:45:19.930 T: 29.95199966430664 [C]; A:[-32, -4, 204]; H: 69.70648193359375
SENSE daab 1080 26-04-2019 03:45:20.380 T: 29.32799911499023 [C]; A:[82, -4, 222]; H: 71.65960693359375
SENSE daaa 1081 26-04-2019 03:45:20.443 T: 28.51679992675781 [C]; A:[120, 72, 208]; H: 71.15606689453125
SENSE daac 773 26-04-2019 03:45:20.500 T: 29.95199966430664 [C]; A:[-30, -6, 198]; H: 69.70648193359375
SENSE daaa 1083 26-04-2019 03:45:21.199 T: 28.51679992675781 [C]; A:[120, 70, 208]; H: 71.18658447265625
SENSE daaa 1083 26-04-2019 03:45:21.199 T: 28.51679992675781 [C]; A:[120, 70, 208]; H: 71.18658447265625
SENSE daac 774 26-04-2019 03:45:21.060 T: 29.95199966430664 [C]; A:[-26, -12, 198]; H: 69.70648193359375
SENSE daab 1083 26-04-2019 03:45:21.534 T: 29.32799911499023 [C]; A:[90, 0, 230]; H: 71.62908935546875
SENSE daaa 1084 26-04-2019 03:45:21.652 T: 28.51679992675781 [C]; A:[120, 72, 206]; H: 71.18658447265625
SENSE daac 775 26-04-2019 03:45:21.620 T: 29.88959884643554 [C]; A:[-32, -10, 194]; H: 69.70648193359375
SENSE daab 1084 26-04-2019 03:45:21.932 T: 29.32799911499023 [C]; A:[84, 0, 214]; H: 71.62908935546875
SENSE daaa 1085 26-04-2019 03:45:22.050 T: 28.51679992675781 [C]; A:[120, 72, 212]; H: 71.18658447265625
SENSE daab 1085 26-04-2019 03:45:22.330 T: 29.32799911499023 [C]; A:[86, 0, 216]; H: 71.62908935546875
SENSE daaa 1086 26-04-2019 03:45:22.448 T: 28.51679992675781 [C]; A:[120, 74, 210]; H: 71.18658447265625
SENSE daac 776 26-04-2019 03:45:22.180 T: 29.95199966430664 [C]; A:[-30, -8, 196]; H: 69.73699951171875
SENSE daab 1086 26-04-2019 03:45:22.728 T: 29.32799911499023 [C]; A:[82, 0, 218]; H: 71.62908935546875
SENSE daab 1087 26-04-2019 03:45:23.136 T: 29.32799911499023 [C]; A:[84, -4, 222]; H: 71.65960693359375
SENSE daaa 1088 26-04-2019 03:45:23.205 T: 28.51679992675781 [C]; A:[112, 78, 218]; H: 71.239990234375
SENSE daac 778 26-04-2019 03:45:23.280 T: 29.95199966430664 [C]; A:[-30, -6, 202]; H: 69.79803466796875
SENSE daab 1088 26-04-2019 03:45:23.544 T: 29.32799911499023 [C]; A:[88, 0, 216]; H: 71.65960693359375
SENSE daaa 1089 26-04-2019 03:45:23.608 T: 28.51679992675781 [C]; A:[120, 70, 204]; H: 71.2705078125
SENSE daab 1089 26-04-2019 03:45:23.942 T: 29.32799911499023 [C]; A:[86, 0, 220]; H: 71.65960693359375
SENSE daaa 1090 26-04-2019 03:45:24.016 T: 28.51679992675781 [C]; A:[120, 76, 212]; H: 71.2705078125
SENSE daac 779 26-04-2019 03:45:23.851 T: 29.88959884643554 [C]; A:[-30, -6, 196]; H: 69.8209228515625
SENSE daab 1090 26-04-2019 03:45:24.380 T: 29.32799911499023 [C]; A:[86, 0, 224]; H: 71.69012451171875
SENSE daaa 1091 26-04-2019 03:45:24.439 T: 28.51679992675781 [C]; A:[118, 70, 216]; H: 71.29339599609375
SENSE daac 780 26-04-2019 03:45:24.416 T: 29.95199966430664 [C]; A:[-32, -10, 206]; H: 69.8514404296875
SENSE daab 1091 26-04-2019 03:45:24.778 T: 29.32799911499023 [C]; A:[88, 0, 220]; H: 71.7130126953125
SENSE daaa 1092 26-04-2019 03:45:24.837 T: 28.57919883728027 [C]; A:[114, 70, 208]; H: 71.29339599609375
